i,t,m,j,Expenditure
010105088800712079,2018-19,Tigray,Potato,15
010105088800712079,2018-19,Tigray,Salt,2
010105088800712079,2018-19,Tigray,Shiro,25
010105088800712079,2018-19,Tigray,Sorghum,64
010105088800712079,2018-19,Tigray,Teff,128
010105088800712096,2018-19,Tigray,Berbere,15
010105088800712096,2018-19,Tigray,Oils,30
010105088800712096,2018-19,Tigray,Onion,24
010105088800712096,2018-19,Tigray,Salt,4
010105088800712096,2018-19,Tigray,Shiro,50
010105088800712096,2018-19,Tigray,Tomato,36
010105088800712112,2018-19,Tigray,Millet,110
010105088800712112,2018-19,Tigray,Oils,20
010105088800712112,2018-19,Tigray,Onion,24
010105088800712112,2018-19,Tigray,Salt,2
010105088800712112,2018-19,Tigray,Shiro,25
010105088800712112,2018-19,Tigray,Sorghum,105
010105088800712121,2018-19,Tigray,Oils,20
010105088800712121,2018-19,Tigray,Onion,12
010105088800712121,2018-19,Tigray,Pasta/Macaroni,32
010105088800712121,2018-19,Tigray,Salt,3
010105088800712121,2018-19,Tigray,Shiro,13
010105088800712121,2018-19,Tigray,Sorghum,73
010105088802215009,2018-19,Tigray,Berbere,30
010105088802215009,2018-19,Tigray,Field Pea,60
010105088802215009,2018-19,Tigray,Garlic,27
010105088802215009,2018-19,Tigray,Maize,64
010105088802215009,2018-19,Tigray,Onion,10
010105088802215009,2018-19,Tigray,Salt,3
010105088802215009,2018-19,Tigray,Shiro,30
010105088802215009,2018-19,Tigray,Tella,6
010105088802215025,2018-19,Tigray,Berbere,18
010105088802215025,2018-19,Tigray,Coffee,27
010105088802215025,2018-19,Tigray,Field Pea,60
010105088802215025,2018-19,Tigray,Garlic,25
010105088802215025,2018-19,Tigray,Goat & mutton meat,50
010105088802215025,2018-19,Tigray,Horsebeans,8
010105088802215025,2018-19,Tigray,Oils,26
010105088802215025,2018-19,Tigray,Onion,12
010105088802215025,2018-19,Tigray,Pasta/Macaroni,7
010105088802215025,2018-19,Tigray,Salt,5
010105088802215025,2018-19,Tigray,Sugar,17
010105088802215025,2018-19,Tigray,Tomato,15
010105088802215025,2018-19,Tigray,Wheat,26
010105088802215055,2018-19,Tigray,Berbere,25
010105088802215055,2018-19,Tigray,Coffee,50
010105088802215055,2018-19,Tigray,Field Pea,30
010105088802215055,2018-19,Tigray,Garlic,50
010105088802215055,2018-19,Tigray,Oils,52
010105088802215055,2018-19,Tigray,Onion,20
010105088802215055,2018-19,Tigray,Pasta/Macaroni,14
010105088802215055,2018-19,Tigray,Salt,1
010105088802215055,2018-19,Tigray,Soda,24
010105088802215055,2018-19,Tigray,Sorghum,10
010105088802215055,2018-19,Tigray,Teff,63
010105088802215055,2018-19,Tigray,Tomato,16
010105088802215070,2018-19,Tigray,Beer,160
010105088802215070,2018-19,Tigray,Berbere,45
010105088802215070,2018-19,Tigray,Coffee,28
010105088802215070,2018-19,Tigray,Eggs,20
010105088802215070,2018-19,Tigray,Field Pea,60
010105088802215070,2018-19,Tigray,Garlic,17
010105088802215070,2018-19,Tigray,Oils,26
010105088802215070,2018-19,Tigray,Onion,48
010105088802215070,2018-19,Tigray,Other prepared food,210
010105088802215070,2018-19,Tigray,Poultry,150
010105088802215070,2018-19,Tigray,Salt,2
010105088802215070,2018-19,Tigray,Sorghum,110
010105088802215070,2018-19,Tigray,Sugar,25
010105088802215070,2018-19,Tigray,Tea,25
010105088802215070,2018-19,Tigray,Teff,63
010105088802215070,2018-19,Tigray,Tella,33
010105088802215070,2018-19,Tigray,Tomato,16
010105088802215086,2018-19,Tigray,Berbere,25
010105088802215086,2018-19,Tigray,Coffee,16
010105088802215086,2018-19,Tigray,Eggs,40
010105088802215086,2018-19,Tigray,Field Pea,30
010105088802215086,2018-19,Tigray,Garlic,20
010105088802215086,2018-19,Tigray,Horsebeans,15
010105088802215086,2018-19,Tigray,Lentils,25
010105088802215086,2018-19,Tigray,Mango,15
010105088802215086,2018-19,Tigray,Onion,40
010105088802215086,2018-19,Tigray,Pasta/Macaroni,30
010105088802215086,2018-19,Tigray,Salt,2
010105088802215086,2018-19,Tigray,Sorghum,40
010105088802215086,2018-19,Tigray,Sugar,25
010105088802215086,2018-19,Tigray,Tea,10
010105088802215086,2018-19,Tigray,Teff,88
010105088802215086,2018-19,Tigray,Tomato,16
010105088802215086,2018-19,Tigray,Wheat,25
010105088802215091,2018-19,Tigray,Garlic,11
010105088802215091,2018-19,Tigray,Leafy Greens,10
010105088802215091,2018-19,Tigray,Oils,20
010105088802215091,2018-19,Tigray,Onion,10
010105088802215091,2018-19,Tigray,Salt,1
010105088802215091,2018-19,Tigray,Tea,3
010105088802215091,2018-19,Tigray,Tomato,8
010105088802215104,2018-19,Tigray,Barley,15
010105088802215104,2018-19,Tigray,Beer,32
010105088802215104,2018-19,Tigray,Berbere,17
010105088802215104,2018-19,Tigray,Bread/biscuit,14
010105088802215104,2018-19,Tigray,Coffee,25
010105088802215104,2018-19,Tigray,Field Pea,60
010105088802215104,2018-19,Tigray,Garlic,25
010105088802215104,2018-19,Tigray,Hops (gesho),16
010105088802215104,2018-19,Tigray,Horsebeans,16
010105088802215104,2018-19,Tigray,Maize,18
010105088802215104,2018-19,Tigray,Oils,26
010105088802215104,2018-19,Tigray,Onion,20
010105088802215104,2018-19,Tigray,Salt,2
010105088802215104,2018-19,Tigray,Sugar,10
010105088802215104,2018-19,Tigray,Tea,9
010105088802215104,2018-19,Tigray,Tella,12
010105088802215104,2018-19,Tigray,Tomato,16
010105088802215120,2018-19,Tigray,Berbere,35
010105088802215120,2018-19,Tigray,Coffee,28
010105088802215120,2018-19,Tigray,Eggs,30
010105088802215120,2018-19,Tigray,Field Pea,60
010105088802215120,2018-19,Tigray,Garlic,18
010105088802215120,2018-19,Tigray,Goat & mutton meat,250
010105088802215120,2018-19,Tigray,Oils,26
010105088802215120,2018-19,Tigray,Onion,36
010105088802215120,2018-19,Tigray,Poultry,210
010105088802215120,2018-19,Tigray,Salt,2
010105088802215120,2018-19,Tigray,Sugar,12
010105088802215120,2018-19,Tigray,Tea,28
010105088802215120,2018-19,Tigray,Tomato,15
010105088802215120,2018-19,Tigray,Wheat,25
010105088802215146,2018-19,Tigray,Barley,3
010105088802215146,2018-19,Tigray,Berbere,27
010105088802215146,2018-19,Tigray,Coffee,25
010105088802215146,2018-19,Tigray,Field Pea,60
010105088802215146,2018-19,Tigray,Hops (gesho),10
010105088802215146,2018-19,Tigray,Millet,32
010105088802215146,2018-19,Tigray,Onion,20
010105088802215146,2018-19,Tigray,Potato,9
010105088802215146,2018-19,Tigray,Salt,2
010105088802215146,2018-19,Tigray,Sorghum,80
010105088802215146,2018-19,Tigray,Sugar,17
010105088802215146,2018-19,Tigray,Tea,25
010105088802215146,2018-19,Tigray,Teff,44
010105088802215146,2018-19,Tigray,Tella,60
010105088802215146,2018-19,Tigray,Tomato,16
010105088802215146,2018-19,Tigray,Wheat,25
010105088802215162,2018-19,Tigray,Berbere,8
010105088802215162,2018-19,Tigray,Coffee,25
010105088802215162,2018-19,Tigray,Hops (gesho),8
010105088802215162,2018-19,Tigray,Millet,16
010105088802215162,2018-19,Tigray,Onion,7
010105088802215162,2018-19,Tigray,Salt,1
010105088802215162,2018-19,Tigray,Shiro,30
010105088802215162,2018-19,Tigray,Tomato,7
010105088802215167,2018-19,Tigray,Berbere,35
010105088802215167,2018-19,Tigray,Coffee,27
010105088802215167,2018-19,Tigray,Field Pea,90
010105088802215167,2018-19,Tigray,Garlic,17
010105088802215167,2018-19,Tigray,Goat & mutton meat,200
010105088802215167,2018-19,Tigray,Oils,26
010105088802215167,2018-19,Tigray,Onion,24
010105088802215167,2018-19,Tigray,Poultry,210
010105088802215167,2018-19,Tigray,Salt,3
010105088802215167,2018-19,Tigray,Tomato,8
010106088801204010,2018-19,Tigray,Berbere,40
010106088801204010,2018-19,Tigray,Chick Pea,35
010106088801204010,2018-19,Tigray,Coffee,25
010106088801204010,2018-19,Tigray,Onion,15
010106088801204010,2018-19,Tigray,Salt,5
010106088801204010,2018-19,Tigray,Sugar,15
010106088801204010,2018-19,Tigray,Tomato,12
010106088801204020,2018-19,Tigray,Berbere,35
010106088801204020,2018-19,Tigray,Kariya,8
010106088801204020,2018-19,Tigray,Mung bean,40
010106088801204020,2018-19,Tigray,Oils,30
010106088801204020,2018-19,Tigray,Onion,12
010106088801204020,2018-19,Tigray,Salt,5
010106088801204020,2018-19,Tigray,Shiro,35
010106088801204020,2018-19,Tigray,Sugar,12
010106088801204020,2018-19,Tigray,Tomato,12
010106088801204030,2018-19,Tigray,Onion,7
010106088801204030,2018-19,Tigray,Salt,3
010106088801204040,2018-19,Tigray,Lentils,40
010106088801204040,2018-19,Tigray,Onion,14
010106088801204040,2018-19,Tigray,Salt,3
010106088801204040,2018-19,Tigray,Shiro,35
010106088801204050,2018-19,Tigray,Berbere,25
010106088801204050,2018-19,Tigray,Kariya,10
010106088801204050,2018-19,Tigray,Oils,12
010106088801204050,2018-19,Tigray,Onion,14
010106088801204050,2018-19,Tigray,Salt,3
010106088801204050,2018-19,Tigray,Shiro,15
010106088801204060,2018-19,Tigray,Chick Pea,40
010106088801204060,2018-19,Tigray,Onion,12
010106088801204060,2018-19,Tigray,Salt,3
010106088801204060,2018-19,Tigray,Shiro,20
010106088801204070,2018-19,Tigray,Onion,12
010106088801204070,2018-19,Tigray,Salt,3
010106088801204070,2018-19,Tigray,Shiro,25
010106088801204070,2018-19,Tigray,Tomato,15
010106088801204080,2018-19,Tigray,Horsebeans,20
010106088801204080,2018-19,Tigray,Onion,7
010106088801204080,2018-19,Tigray,Salt,3
010106088801204080,2018-19,Tigray,Shiro,50
010106088801204090,2018-19,Tigray,Coffee,30
010106088801204090,2018-19,Tigray,Horsebeans,15
010106088801204090,2018-19,Tigray,Salt,3
010106088801204090,2018-19,Tigray,Tomato,7
1.01061E+16,2018-19,Tigray,Berbere,40
1.01061E+16,2018-19,Tigray,Coffee,25
1.01061E+16,2018-19,Tigray,Oils,15
1.01061E+16,2018-19,Tigray,Onion,14
1.01061E+16,2018-19,Tigray,Salt,3
1.01061E+16,2018-19,Tigray,Shiro,30
1.01061E+16,2018-19,Tigray,Sugar,30
010107010100213002,2018-19,Tigray,Banana,25
010107010100213002,2018-19,Tigray,Beer,224
010107010100213002,2018-19,Tigray,Berbere,30
010107010100213002,2018-19,Tigray,Bread/biscuit,40
010107010100213002,2018-19,Tigray,Coffee,30
010107010100213002,2018-19,Tigray,Eggs,40
010107010100213002,2018-19,Tigray,Field Pea,24
010107010100213002,2018-19,Tigray,Garlic,8
010107010100213002,2018-19,Tigray,Horsebeans,22
010107010100213002,2018-19,Tigray,Kariya,10
010107010100213002,2018-19,Tigray,Leafy Greens,20
010107010100213002,2018-19,Tigray,Lentils,60
010107010100213002,2018-19,Tigray,Mango,32
010107010100213002,2018-19,Tigray,Milk,20
010107010100213002,2018-19,Tigray,Onion,22
010107010100213002,2018-19,Tigray,Pasta/Macaroni,20
010107010100213002,2018-19,Tigray,Potato,18
010107010100213002,2018-19,Tigray,Salt,1
010107010100213002,2018-19,Tigray,Soda,24
010107010100213002,2018-19,Tigray,Sugar,22
010107010100213002,2018-19,Tigray,Tea,2
010107010100213002,2018-19,Tigray,Teff,160
010107010100213002,2018-19,Tigray,Tomato,36
010107010100213002,2018-19,Tigray,Wheat,120
010107010100213010,2018-19,Tigray,Berbere,60
010107010100213010,2018-19,Tigray,Coffee,15
010107010100213010,2018-19,Tigray,Field Pea,22
010107010100213010,2018-19,Tigray,Garlic,15
010107010100213010,2018-19,Tigray,Kariya,10
010107010100213010,2018-19,Tigray,Leafy Greens,10
010107010100213010,2018-19,Tigray,Lentils,60
010107010100213010,2018-19,Tigray,Onion,9
010107010100213010,2018-19,Tigray,Potato,8
010107010100213010,2018-19,Tigray,Salt,2
010107010100213010,2018-19,Tigray,Sugar,6
010107010100213010,2018-19,Tigray,Tea,1
010107010100213010,2018-19,Tigray,Teff,400
010107010100213010,2018-19,Tigray,Tomato,9
010107010100213018,2018-19,Tigray,Banana,22
010107010100213018,2018-19,Tigray,Beer,64
010107010100213018,2018-19,Tigray,Berbere,120
010107010100213018,2018-19,Tigray,Chick Pea,28
010107010100213018,2018-19,Tigray,Coffee,60
010107010100213018,2018-19,Tigray,Eggs,50
010107010100213018,2018-19,Tigray,Field Pea,22
010107010100213018,2018-19,Tigray,Garlic,15
010107010100213018,2018-19,Tigray,Goat & mutton meat,100
010107010100213018,2018-19,Tigray,Horsebeans,15
010107010100213018,2018-19,Tigray,Kariya,8
010107010100213018,2018-19,Tigray,Leafy Greens,30
010107010100213018,2018-19,Tigray,Mango,30
010107010100213018,2018-19,Tigray,Oils,75
010107010100213018,2018-19,Tigray,Onion,12
010107010100213018,2018-19,Tigray,Potato,18
010107010100213018,2018-19,Tigray,Rice,30
010107010100213018,2018-19,Tigray,Salt,2
010107010100213018,2018-19,Tigray,Sugar,12
010107010100213018,2018-19,Tigray,Teff,850
010107010100213018,2018-19,Tigray,Tomato,24
010107010100213018,2018-19,Tigray,Wheat,20
010107010100213026,2018-19,Tigray,Banana,9
010107010100213026,2018-19,Tigray,Berbere,25
010107010100213026,2018-19,Tigray,Coffee,30
010107010100213026,2018-19,Tigray,Field Pea,22
010107010100213026,2018-19,Tigray,Garlic,8
010107010100213026,2018-19,Tigray,Horsebeans,18
010107010100213026,2018-19,Tigray,Kariya,10
010107010100213026,2018-19,Tigray,Leafy Greens,50
010107010100213026,2018-19,Tigray,Maize,32
010107010100213026,2018-19,Tigray,Onion,9
010107010100213026,2018-19,Tigray,Orange,9
010107010100213026,2018-19,Tigray,Salt,1
010107010100213026,2018-19,Tigray,Shiro,40
010107010100213026,2018-19,Tigray,Teff,124
010107010100213026,2018-19,Tigray,Tomato,10
010107010100213034,2018-19,Tigray,Bread/biscuit,32
010107010100213034,2018-19,Tigray,Injera,360
010107010100213034,2018-19,Tigray,Other prepared food,480
010107010100213042,2018-19,Tigray,Banana,24
010107010100213042,2018-19,Tigray,Beer,128
010107010100213042,2018-19,Tigray,Bread/biscuit,28
010107010100213042,2018-19,Tigray,Injera,1470
010107010100213042,2018-19,Tigray,Tea,9
010107010100213050,2018-19,Tigray,Beer,96
010107010100213050,2018-19,Tigray,Berbere,30
010107010100213050,2018-19,Tigray,Bread/biscuit,30
010107010100213050,2018-19,Tigray,Chick Pea,24
010107010100213050,2018-19,Tigray,Coffee,30
010107010100213050,2018-19,Tigray,Field Pea,24
010107010100213050,2018-19,Tigray,Garlic,6
010107010100213050,2018-19,Tigray,Horsebeans,22
010107010100213050,2018-19,Tigray,Injera,90
010107010100213050,2018-19,Tigray,Kariya,10
010107010100213050,2018-19,Tigray,Leafy Greens,30
010107010100213050,2018-19,Tigray,Lentils,60
010107010100213050,2018-19,Tigray,Oils,17
010107010100213050,2018-19,Tigray,Onion,9
010107010100213050,2018-19,Tigray,Potato,8
010107010100213050,2018-19,Tigray,Salt,1
010107010100213050,2018-19,Tigray,Soda,30
010107010100213050,2018-19,Tigray,Sugar,6
010107010100213050,2018-19,Tigray,Tea,3
010107010100213050,2018-19,Tigray,Teff,128
010107010100213050,2018-19,Tigray,Tomato,12
010107010100213050,2018-19,Tigray,Wheat,30
010107010100213058,2018-19,Tigray,Berbere,60
010107010100213058,2018-19,Tigray,Bread/biscuit,12
010107010100213058,2018-19,Tigray,Coffee,30
010107010100213058,2018-19,Tigray,Field Pea,24
010107010100213058,2018-19,Tigray,Garlic,6
010107010100213058,2018-19,Tigray,Horsebeans,44
010107010100213058,2018-19,Tigray,Kariya,11
010107010100213058,2018-19,Tigray,Leafy Greens,30
010107010100213058,2018-19,Tigray,Lentils,60
010107010100213058,2018-19,Tigray,Onion,9
010107010100213058,2018-19,Tigray,Pasta/Macaroni,20
010107010100213058,2018-19,Tigray,Potato,18
010107010100213058,2018-19,Tigray,Salt,2
010107010100213058,2018-19,Tigray,Soda,24
010107010100213058,2018-19,Tigray,Sugar,12
010107010100213058,2018-19,Tigray,Tea,2
010107010100213058,2018-19,Tigray,Teff,128
010107010100213058,2018-19,Tigray,Tomato,9
010107010100213058,2018-19,Tigray,Wheat,80
010107010100213066,2018-19,Tigray,Banana,8
010107010100213066,2018-19,Tigray,Beer,224
010107010100213066,2018-19,Tigray,Berbere,25
010107010100213066,2018-19,Tigray,Bread/biscuit,24
010107010100213066,2018-19,Tigray,Coffee,30
010107010100213066,2018-19,Tigray,Eggs,25
010107010100213066,2018-19,Tigray,Field Pea,24
010107010100213066,2018-19,Tigray,Garlic,15
010107010100213066,2018-19,Tigray,Horsebeans,22
010107010100213066,2018-19,Tigray,Kariya,15
010107010100213066,2018-19,Tigray,Leafy Greens,15
010107010100213066,2018-19,Tigray,Mango,15
010107010100213066,2018-19,Tigray,Milk,30
010107010100213066,2018-19,Tigray,Onion,12
010107010100213066,2018-19,Tigray,Potato,7
010107010100213066,2018-19,Tigray,Salt,2
010107010100213066,2018-19,Tigray,Shiro,30
010107010100213066,2018-19,Tigray,Soda,24
010107010100213066,2018-19,Tigray,Teff,825
010107010100213066,2018-19,Tigray,Tomato,15
010107010100213066,2018-19,Tigray,Wheat,28
010107010100213074,2018-19,Tigray,Banana,22
010107010100213074,2018-19,Tigray,Berbere,60
010107010100213074,2018-19,Tigray,Bread/biscuit,12
010107010100213074,2018-19,Tigray,Coffee,60
010107010100213074,2018-19,Tigray,Field Pea,22
010107010100213074,2018-19,Tigray,Garlic,15
010107010100213074,2018-19,Tigray,Horsebeans,44
010107010100213074,2018-19,Tigray,Kariya,10
010107010100213074,2018-19,Tigray,Leafy Greens,30
010107010100213074,2018-19,Tigray,Lentils,1
010107010100213074,2018-19,Tigray,Oils,35
010107010100213074,2018-19,Tigray,Onion,9
010107010100213074,2018-19,Tigray,Potato,17
010107010100213074,2018-19,Tigray,Salt,2
010107010100213074,2018-19,Tigray,Sugar,11
010107010100213074,2018-19,Tigray,Teff,128
010107010100213074,2018-19,Tigray,Tomato,18
010107010100213074,2018-19,Tigray,Wheat,120
010107010100213082,2018-19,Tigray,Berbere,30
010107010100213082,2018-19,Tigray,Coffee,30
010107010100213082,2018-19,Tigray,Field Pea,24
010107010100213082,2018-19,Tigray,Garlic,25
010107010100213082,2018-19,Tigray,Horsebeans,20
010107010100213082,2018-19,Tigray,Kariya,10
010107010100213082,2018-19,Tigray,Leafy Greens,10
010107010100213082,2018-19,Tigray,Onion,9
010107010100213082,2018-19,Tigray,Potato,8
010107010100213082,2018-19,Tigray,Salt,1
010107010100213082,2018-19,Tigray,Sugar,6
010107010100213082,2018-19,Tigray,Teff,128
010107010100213082,2018-19,Tigray,Tomato,11
010107010100213082,2018-19,Tigray,Wheat,30
010107010100213090,2018-19,Tigray,Berbere,22
010107010100213090,2018-19,Tigray,Coffee,15
010107010100213090,2018-19,Tigray,Field Pea,22
010107010100213090,2018-19,Tigray,Garlic,8
010107010100213090,2018-19,Tigray,Kariya,5
010107010100213090,2018-19,Tigray,Leafy Greens,30
010107010100213090,2018-19,Tigray,Lentils,25
010107010100213090,2018-19,Tigray,Oils,15
010107010100213090,2018-19,Tigray,Onion,9
010107010100213090,2018-19,Tigray,Potato,8
010107010100213090,2018-19,Tigray,Salt,2
010107010100213090,2018-19,Tigray,Sugar,7
010107010100213090,2018-19,Tigray,Tea,2
010107010100213090,2018-19,Tigray,Teff,365
010107010100213090,2018-19,Tigray,Tomato,12
010107010100213090,2018-19,Tigray,Wheat,40
010107010100213098,2018-19,Tigray,Berbere,28
010107010100213098,2018-19,Tigray,Bread/biscuit,12
010107010100213098,2018-19,Tigray,Coffee,30
010107010100213098,2018-19,Tigray,Field Pea,24
010107010100213098,2018-19,Tigray,Horsebeans,22
010107010100213098,2018-19,Tigray,Kariya,9
010107010100213098,2018-19,Tigray,Oils,1750
010107010100213098,2018-19,Tigray,Onion,9
010107010100213098,2018-19,Tigray,Potato,8
010107010100213098,2018-19,Tigray,Salt,100
